situation_number,scenario_id,situation_title,age_group,screen_order,section,node_purpose,element_type,branch,approved_text,approval_status,source_document,character_count,mobile_length_warning
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,61,"Вариант В. «Я вижу, что тебе обидно. Что сейчас зависит от тебя?»",approved_source,immediate_consequence,В3,"Ребёнок ищет собственные действия, которые зависят от него даже на скамейке запасных.",утверждено,mental-skills-all-7-situations-approved-v1.md,85,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,62,"Вариант В. «Я вижу, что тебе обидно. Что сейчас зависит от тебя?»",approved_source,immediate_consequence,В3,"Например, следить за игрой, разминаться по указанию тренера, поддерживать команду или наблюдать за своей позицией.",утверждено,mental-skills-all-7-situations-approved-v1.md,114,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,63,"Вариант В. «Я вижу, что тебе обидно. Что сейчас зависит от тебя?»",approved_source,repeated_consequence,В3,"Ему может стать проще самостоятельно находить свою зону ответственности в ситуациях, которые он не может полностью контролировать.",утверждено,mental-skills-all-7-situations-approved-v1.md,130,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,64,"Вариант В. «Я вижу, что тебе обидно. Что сейчас зависит от тебя?»",approved_source,practical_advice,В3,Не предлагайте весь список сразу. Дайте ребёнку время подумать и самостоятельно назвать несколько возможных действий.,утверждено,mental-skills-all-7-situations-approved-v1.md,117,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,65,"Вариант В. «Я вижу, что тебе обидно. Что сейчас зависит от тебя?»",approved_source,ready_phrase,В3,"> «Что ты можешь делать сейчас, чтобы оставаться готовым к игре?»",утверждено,mental-skills-all-7-situations-approved-v1.md,65,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,66,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,supporting_text,Г,Ребёнок спрашивает:,утверждено,mental-skills-all-7-situations-approved-v1.md,19,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,67,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,supporting_text,Г,> «Я хуже остальных?»,утверждено,mental-skills-all-7-situations-approved-v1.md,21,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,68,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,supporting_text,Г,**Что вы ответите?**,утверждено,mental-skills-all-7-situations-approved-v1.md,20,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,69,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,immediate_consequence,Г1,"Ребёнок начинает сравнивать себя с партнёрами и может испытывать стыд, зависть или обиду на тех, кто вышел в стартовом составе.",утверждено,mental-skills-all-7-situations-approved-v1.md,127,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,70,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,repeated_consequence,Г1,"Его отношение к партнёрам может ухудшаться, а тренировки восприниматься только как борьба за превосходство над другими.",утверждено,mental-skills-all-7-situations-approved-v1.md,119,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,71,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,practical_advice,Г1,"Говорите не о том, кто сильнее или слабее, а о конкретных навыках и требованиях, которые ребёнку нужно уточнить у тренера.",утверждено,mental-skills-all-7-situations-approved-v1.md,122,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,72,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,ready_phrase,Г1,"> «Лучше спросить тренера, какие именно навыки тебе сейчас нужно улучшить».",утверждено,mental-skills-all-7-situations-approved-v1.md,75,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,73,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,immediate_consequence,Г2,Возможный выход на поле превращается для ребёнка в экзамен и попытку отомстить за решение тренера.,утверждено,mental-skills-all-7-situations-approved-v1.md,98,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,74,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,immediate_consequence,Г2,"Он может торопиться, играть слишком рискованно или пытаться решить каждый момент самостоятельно.",утверждено,mental-skills-all-7-situations-approved-v1.md,96,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,75,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,repeated_consequence,Г2,Ребёнку может становиться сложнее играть в интересах команды и спокойно выполнять поставленную задачу.,утверждено,mental-skills-all-7-situations-approved-v1.md,102,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,76,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,practical_advice,Г2,Не настраивайте ребёнка на борьбу с тренером. Верните его внимание к командной задаче и происходящему на поле.,утверждено,mental-skills-all-7-situations-approved-v1.md,110,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,77,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,ready_phrase,Г2,"> «Тебе не нужно ничего доказывать. Если выйдешь на поле, выполняй задачу тренера и играй на команду».",утверждено,mental-skills-all-7-situations-approved-v1.md,102,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,78,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,immediate_consequence,Г3,Родитель исправляет поспешный вывод и перестаёт выдавать своё предположение за решение тренера.,утверждено,mental-skills-all-7-situations-approved-v1.md,95,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,79,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,immediate_consequence,Г3,Ребёнок получает более точную картину происходящего.,утверждено,mental-skills-all-7-situations-approved-v1.md,52,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,80,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,repeated_consequence,Г3,"Между родителем и ребёнком может укрепляться доверие: взрослый не боится признать, что чего-то не знает или сделал неверный вывод.",утверждено,mental-skills-all-7-situations-approved-v1.md,130,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,81,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,practical_advice,Г3,Прямо признайте поспешность своей первой реакции. Не пытайтесь сразу заменить её новым неподтверждённым объяснением.,утверждено,mental-skills-all-7-situations-approved-v1.md,116,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,82,"Вариант Г. «Значит, нужно было лучше тренироваться»",approved_source,ready_phrase,Г3,"> «Я поспешил с выводом. Мы пока не знаем, почему тренер принял такое решение».",утверждено,mental-skills-all-7-situations-approved-v1.md,79,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,83,Общий вывод,approved_source,summary,root,"Когда ребёнок остаётся в запасе, родителю легко:",утверждено,mental-skills-all-7-situations-approved-v1.md,48,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,84,Общий вывод,approved_source,summary,root,"- сразу обвинить тренера;
- пообещать скорый выход;
- объяснить решение недостатком старания;
- сравнить ребёнка с партнёрами;
- потребовать доказать свою ценность.",утверждено,mental-skills-all-7-situations-approved-v1.md,164,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,85,Общий вывод,approved_source,summary,root,Но родитель не всегда знает причины решения тренера и не может гарантировать игровое время.,утверждено,mental-skills-all-7-situations-approved-v1.md,91,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,86,Общий вывод,approved_source,summary,root,Полезнее помочь ребёнку:,утверждено,mental-skills-all-7-situations-approved-v1.md,24,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,87,Общий вывод,approved_source,summary,root,"1. назвать своё чувство;
2. отделить известный факт от предположений;
3. определить действия, которые сейчас зависят от него;
4. выбрать подходящий момент для получения обратной связи.",утверждено,mental-skills-all-7-situations-approved-v1.md,184,Да
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,88,Общий вывод,approved_source,summary,root,"Поддержать ребёнка — не значит немедленно добиться его выхода на поле. Поддержка помогает ему прожить разочарование, остаться частью команды и конструктивно разобраться в ситуации.",утверждено,mental-skills-all-7-situations-approved-v1.md,180,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,89,Практический инструмент. Чувство — факт — действия,approved_source,practical_tool,root,"> «Я вижу, что тебе обидно».",утверждено,mental-skills-all-7-situations-approved-v1.md,28,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,90,Практический инструмент. Чувство — факт — действия,approved_source,practical_tool,root,"Не нужно убеждать ребёнка, что ему не на что обижаться.",утверждено,mental-skills-all-7-situations-approved-v1.md,55,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,91,Практический инструмент. Чувство — факт — действия,approved_source,practical_tool,root,> «Сегодня ты начинаешь матч в запасе».,утверждено,mental-skills-all-7-situations-approved-v1.md,39,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,92,Практический инструмент. Чувство — факт — действия,approved_source,practical_tool,root,"Не добавляйте причины, которых вы пока не знаете.",утверждено,mental-skills-all-7-situations-approved-v1.md,49,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,93,Практический инструмент. Чувство — факт — действия,approved_source,practical_tool,root,> «Что сейчас зависит от тебя?»,утверждено,mental-skills-all-7-situations-approved-v1.md,31,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,94,Практический инструмент. Чувство — факт — действия,approved_source,practical_tool,root,Ребёнок может назвать несколько действий:,утверждено,mental-skills-all-7-situations-approved-v1.md,41,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,95,Практический инструмент. Чувство — факт — действия,approved_source,practical_tool,root,"- наблюдать за игрой;
- следить за игроком своей позиции;
- поддерживать команду;
- выполнять указания тренера;
- оставаться готовым к возможному выходу;
- после матча задать тренеру спокойный вопрос.",утверждено,mental-skills-all-7-situations-approved-v1.md,200,Да
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,96,Важно учитывать формат команды,approved_source,supporting_text,root,"Если родителям заранее обещано определённое игровое время, но договорённость систематически не выполняется, взрослым стоит спокойно обсудить это с тренером или руководителем.",утверждено,mental-skills-all-7-situations-approved-v1.md,174,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,97,Важно учитывать формат команды,approved_source,supporting_text,root,Ребёнок не должен самостоятельно вести конфликт о договорённостях между взрослыми.,утверждено,mental-skills-all-7-situations-approved-v1.md,82,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,98,Важно учитывать формат команды,approved_source,supporting_text,root,Время на поле может зависеть от:,утверждено,mental-skills-all-7-situations-approved-v1.md,32,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,99,Важно учитывать формат команды,approved_source,supporting_text,root,"- подготовки игрока;
- тактики на конкретный матч;
- выбранного состава;
- позиции;
- состояния здоровья;
- дисциплины;
- решений тренерского штаба.",утверждено,mental-skills-all-7-situations-approved-v1.md,148,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,100,Важно учитывать формат команды,approved_source,supporting_text,root,"Это не означает, что вопросы задавать нельзя. Но разговор лучше строить вокруг критериев и возможных действий, а не требования немедленно включить ребёнка в состав.",утверждено,mental-skills-all-7-situations-approved-v1.md,164,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,101,Завершение ситуации,approved_source,completion,root,**Ситуация пройдена.**,утверждено,mental-skills-all-7-situations-approved-v1.md,22,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,102,Завершение ситуации,approved_source,completion,root,"Вы увидели, как реакция родителя на эту ситуацию может:",утверждено,mental-skills-all-7-situations-approved-v1.md,55,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,103,Завершение ситуации,approved_source,completion,root,"- втянуть ребёнка в конфликт взрослых;
- создать ложное обещание;
- усилить сравнение с партнёрами;
- превратить выход на поле в попытку что-либо доказать;
- помочь ребёнку оставаться включённым в матч;
- подготовить его к спокойному разговору с тренером.",утверждено,mental-skills-all-7-situations-approved-v1.md,255,Да
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,104,Завершение ситуации,approved_source,completion,root,Заберите с собой правило:,утверждено,mental-skills-all-7-situations-approved-v1.md,25,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,105,Завершение ситуации,approved_source,completion,root,> **Чувство — факт — действия.**,утверждено,mental-skills-all-7-situations-approved-v1.md,32,Нет
4,CHILD_LEFT_ON_BENCH_04,Тренер оставляет ребёнка в запасе,all,106,Завершение ситуации,approved_source,completion,root,"**Основная кнопка:** Перейти к ситуации 5.
**Дополнительные действия:** Повторить ситуацию; Вернуться на главную.",утверждено,mental-skills-all-7-situations-approved-v1.md,113,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,0,metadata,approved_source,working_title,root,Судья принимает спорное решение,утверждено,mental-skills-all-7-situations-approved-v1.md,31,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,1,Образовательная цель,approved_source,educational_goal,root,"Помочь родителю показать ребёнку, что он может:",утверждено,mental-skills-all-7-situations-approved-v1.md,47,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,1,metadata,approved_source,short_title,root,Спорное решение судьи,утверждено,mental-skills-all-7-situations-approved-v1.md,21,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,2,Образовательная цель,approved_source,educational_goal,root,"- считать решение судьи ошибочным;
- испытывать злость или разочарование;
- корректно выразить несогласие в рамках правил;
- не терять внимание к игре;
- отвечать за своё дальнейшее поведение.",утверждено,mental-skills-all-7-situations-approved-v1.md,192,Да
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,3,Образовательная цель,approved_source,educational_goal,root,"Принять тот факт, что решение уже вынесено, не означает согласиться с его правильностью.",утверждено,mental-skills-all-7-situations-approved-v1.md,88,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,6–8,4,Вводная ситуация,approved_source,intro,root,"Судья свистит нарушение. Ребёнок уверен, что играл по правилам, разводит руками и смотрит на вас.",утверждено,mental-skills-all-7-situations-approved-v1.md,97,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,9–12,5,Вводная ситуация,approved_source,intro,root,"После спорного решения судьи ребёнок возмущается, перестаёт следить за игрой и ищет вашу реакцию на трибуне.",утверждено,mental-skills-all-7-situations-approved-v1.md,108,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,13–16,6,Вводная ситуация,approved_source,intro,root,Подросток резко не согласен с решением судьи и готов вступить с ним в спор.,утверждено,mental-skills-all-7-situations-approved-v1.md,75,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,6–8,7,Первый вопрос родителю,approved_source,parent_question,root,"Ребёнок уверен, что судья ошибся, и смотрит на вас. Как вы отреагируете?",утверждено,mental-skills-all-7-situations-approved-v1.md,72,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,9–12,8,Первый вопрос родителю,approved_source,parent_question,root,После спорного решения ребёнок отвлёкся от игры и ждёт вашей реакции. Что вы сделаете?,утверждено,mental-skills-all-7-situations-approved-v1.md,86,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,13–16,9,Первый вопрос родителю,approved_source,parent_question,root,Подросток готов вступить в спор с судьёй. Как вы отреагируете?,утверждено,mental-skills-all-7-situations-approved-v1.md,62,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,10,Первый выбор,approved_source,initial_choice,root,"- **Вариант А:** Крикну судье: «Вы что творите?»
- **Вариант Б:** Скажу ребёнку: «Судья ошибся».
- **Вариант В:** Спокойно покажу: «Решение принято. Продолжай играть».
- **Вариант Г:** Скажу: «Не молчи, докажи, что ты прав».",утверждено,mental-skills-all-7-situations-approved-v1.md,224,Да
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,11,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,supporting_text,А,Ребёнок видит вашу реакцию и тоже начинает громко спорить с судьёй.,утверждено,mental-skills-all-7-situations-approved-v1.md,67,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,12,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,supporting_text,А,**Что вы сделаете дальше?**,утверждено,mental-skills-all-7-situations-approved-v1.md,27,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,13,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,immediate_consequence,А1,Внимание ребёнка переключается с игры на конфликт между родителем и судьёй.,утверждено,mental-skills-all-7-situations-approved-v1.md,75,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,14,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,immediate_consequence,А1,"Он может продолжить спор, пропустить развитие игрового момента или получить предупреждение.",утверждено,mental-skills-all-7-situations-approved-v1.md,91,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,15,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,repeated_consequence,А1,Ребёнок может привыкнуть объяснять неудачные события только ошибками судьи и искать внешнего виноватого.,утверждено,mental-skills-all-7-situations-approved-v1.md,104,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,16,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,practical_advice,А1,Разделяйте две вещи:,утверждено,mental-skills-all-7-situations-approved-v1.md,20,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,17,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,practical_advice,А1,"- решение судьи;
- реакцию ребёнка на это решение.",утверждено,mental-skills-all-7-situations-approved-v1.md,50,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,18,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,practical_advice,А1,"Даже когда решение кажется ошибочным, ребёнку важно продолжать играть и отвечать за своё поведение.",утверждено,mental-skills-all-7-situations-approved-v1.md,99,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,19,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,ready_phrase,А1,"> «Я тоже не согласен, но решение уже принято. Продолжай играть».",утверждено,mental-skills-all-7-situations-approved-v1.md,65,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,20,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,immediate_consequence,А2,"Ребёнок слышит требование успокоиться, но одновременно видит, что родитель сам продолжает эмоционально спорить.",утверждено,mental-skills-all-7-situations-approved-v1.md,111,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,21,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,repeated_consequence,А2,"Ему может быть сложнее воспринимать требования самоконтроля, если поведение взрослого им противоречит.",утверждено,mental-skills-all-7-situations-approved-v1.md,102,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,22,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,practical_advice,А2,"Сначала остановитесь сами. Снизьте голос, прекратите спор с трибуны и только после этого подайте ребёнку короткий спокойный сигнал.",утверждено,mental-skills-all-7-situations-approved-v1.md,131,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,23,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,ready_phrase,А2,> «Я тоже слишком эмоционально отреагировал. Возвращайся в игру».,утверждено,mental-skills-all-7-situations-approved-v1.md,65,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,24,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,immediate_consequence,А3,"Родитель исправляет собственную реакцию, а ребёнок получает понятный сигнал: спорное решение осталось в прошлом, игра продолжается.",утверждено,mental-skills-all-7-situations-approved-v1.md,131,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,25,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,repeated_consequence,А3,"Ребёнок видит, что после эмоционального импульса можно остановиться, скорректировать своё поведение и вернуться к происходящему.",утверждено,mental-skills-all-7-situations-approved-v1.md,128,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,26,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,practical_advice,А3,"Не объясняйте всё длинной фразой во время игры. Используйте короткий сигнал, который не содержит тактической подсказки.",утверждено,mental-skills-all-7-situations-approved-v1.md,119,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,27,Вариант А. «Крикну судье: “Вы что творите?”»,approved_source,ready_phrase,А3,> «Решение принято. Продолжай играть».,утверждено,mental-skills-all-7-situations-approved-v1.md,38,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,28,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,supporting_text,Б,Ребёнок отвечает:,утверждено,mental-skills-all-7-situations-approved-v1.md,17,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,29,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,supporting_text,Б,> «Он специально судит против нас».,утверждено,mental-skills-all-7-situations-approved-v1.md,35,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,30,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,supporting_text,Б,**Что вы скажете дальше?**,утверждено,mental-skills-all-7-situations-approved-v1.md,26,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,31,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,immediate_consequence,Б1,"Возможная ошибка судьи превращается в уверенность, что он намеренно действует против команды.",утверждено,mental-skills-all-7-situations-approved-v1.md,93,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,32,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,repeated_consequence,Б1,Ребёнок может чаще объяснять сложные игровые ситуации предвзятостью других людей и меньше анализировать собственную реакцию.,утверждено,mental-skills-all-7-situations-approved-v1.md,124,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,33,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,practical_advice,Б1,"Не приписывайте судье намерения без фактов. Можно признать, что решение кажется ошибочным, не делая вывод о предвзятости.",утверждено,mental-skills-all-7-situations-approved-v1.md,121,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,34,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,ready_phrase,Б1,"> «Решение могло быть ошибочным, но мы не знаем, почему судья решил именно так».",утверждено,mental-skills-all-7-situations-approved-v1.md,80,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,35,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,immediate_consequence,Б2,"Ребёнок слышит, что один игровой момент можно увидеть с разных позиций.",утверждено,mental-skills-all-7-situations-approved-v1.md,71,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,36,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,immediate_consequence,Б2,При этом его несогласие не обесценивается.,утверждено,mental-skills-all-7-situations-approved-v1.md,42,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,37,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,repeated_consequence,Б2,"Ему может стать проще отделять то, что он видел сам, от того, что мог увидеть другой человек.",утверждено,mental-skills-all-7-situations-approved-v1.md,93,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,38,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,practical_advice,Б2,"Не нужно автоматически защищать судью или убеждать ребёнка, что судья всегда прав. Признайте обе возможности: судья мог ошибиться или мог увидеть момент иначе.",утверждено,mental-skills-all-7-situations-approved-v1.md,159,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,39,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,ready_phrase,Б2,"> «Ты увидел этот момент так, а судья мог увидеть его иначе».",утверждено,mental-skills-all-7-situations-approved-v1.md,61,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,40,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,immediate_consequence,Б3,"Внимание ребёнка возвращается от решения судьи к действиям, которые он может контролировать во время продолжающейся игры.",утверждено,mental-skills-all-7-situations-approved-v1.md,121,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,41,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,repeated_consequence,Б3,"Ему может стать проще продолжать действовать даже тогда, когда он не согласен с решением другого человека.",утверждено,mental-skills-all-7-situations-approved-v1.md,106,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,42,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,practical_advice,Б3,Не требуйте от ребёнка признать судью правым. Он может оставаться несогласным и одновременно вернуться к игре.,утверждено,mental-skills-all-7-situations-approved-v1.md,110,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,43,Вариант Б. «Скажу ребёнку: “Судья ошибся”»,approved_source,ready_phrase,Б3,"> «Ты можешь быть не согласен. Сосредоточься на том, что сейчас зависит от тебя».",утверждено,mental-skills-all-7-situations-approved-v1.md,81,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,44,Вариант В. «Решение принято. Продолжай играть»,approved_source,supporting_text,В,"Ребёнок возвращает взгляд на поле, но всё ещё выглядит рассерженным.",утверждено,mental-skills-all-7-situations-approved-v1.md,68,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,45,Вариант В. «Решение принято. Продолжай играть»,approved_source,supporting_text,В,**Что вы сделаете дальше?**,утверждено,mental-skills-all-7-situations-approved-v1.md,27,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,46,Вариант В. «Решение принято. Продолжай играть»,approved_source,immediate_consequence,В1,"Реакция родителя остаётся понятной и предсказуемой. Ребёнку не приходится угадывать, изменилось ли отношение взрослого.",утверждено,mental-skills-all-7-situations-approved-v1.md,119,Нет
5,DISPUTED_REFEREE_DECISION_05,Судья принимает спорное решение,all,47,Вариант В. «Решение принято. Продолжай играть»,approved_source,repeated_consequence,В1,Ему может стать проще быстрее возвращаться в игру и меньше зависеть от эмоциональной реакции трибуны.,утверждено,mental-skills-all-7-situations-approved-v1.md,101,Нет
